Satellite_ID,Launch_Date,Expected_Lifetime_years,Age_current_years,Launch_Mass_kg,Purpose,Contractor_Tier,Operator_Tier,AgeFactor,CQI,HI,MRI,SVI,Operator_Heritage_Index,Infant_Mortality_Flag,TechnicalReliabilityIndex,w_age,w_tech,w_ops,w_err,w_CQI,w_HI,w_MRI,w_SVI,Operational_Risk_Score
SAT-0132,2020-04-25,7.98,5.47,1437.4,Communications,1,2,0.685,0.3,0.2,0.3,0.8,0.4,0.1,0.335,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,41.5
SAT-0133,2005-10-16,12.75,19.99,432.8,Communications,1,3,1.0,0.5,0.2,0.7,0.8,0.7,0.1,0.465,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,60.6
SAT-0134,2006-11-21,12.23,18.9,3888.6,Science,1,2,1.0,0.3,0.2,0.6,0.4,0.4,0.1,0.335,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,50.9
SAT-0135,2023-03-15,8.41,2.58,994.7,Navigation,3,1,0.307,0.3,0.8,0.3,0.4,0.1,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,32.8
SAT-0136,2012-05-08,5.74,13.43,4015.4,Navigation,1,3,1.0,0.3,0.2,0.6,0.4,0.7,0.1,0.335,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,55.4
SAT-0137,2012-05-09,4.36,13.43,1216.3,Navigation,3,2,1.0,0.3,0.8,0.3,0.4,0.4,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,58.1
SAT-0138,2008-09-27,9.24,17.04,2044.6,Navigation,1,1,1.0,0.3,0.2,0.3,0.4,0.1,0.1,0.275,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,44.0
SAT-0139,2017-09-18,13.52,8.07,1621.9,Technology Demo,2,1,0.597,0.3,0.5,0.3,0.4,0.1,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,36.7
SAT-0140,2013-05-18,12.06,12.41,17.3,Communications,2,1,1.0,0.7,0.5,0.7,0.8,0.1,0.1,0.635,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,58.4
SAT-0141,2025-06-29,4.64,0.29,925.9,Navigation,1,3,0.063,0.3,0.2,0.3,0.4,0.7,0.8,0.275,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,35.4
SAT-0142,2017-01-13,7.71,8.75,296.2,Technology Demo,3,3,1.0,0.5,0.8,0.7,0.4,0.7,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,67.8
SAT-0143,2010-02-10,9.17,15.67,3370.6,Technology Demo,3,1,1.0,0.3,0.8,0.6,0.4,0.1,0.1,0.575,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,56.0
SAT-0144,2006-10-17,13.35,18.99,312.2,Communications,1,3,1.0,0.5,0.2,0.7,0.8,0.7,0.1,0.465,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,60.6
SAT-0145,2020-08-14,8.91,5.16,463.5,Earth Observation,3,1,0.58,0.5,0.8,0.7,0.6,0.1,0.1,0.675,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,47.4
SAT-0146,2019-03-18,8.91,6.58,490.1,Navigation,3,3,0.738,0.5,0.8,0.7,0.4,0.7,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,59.9
SAT-0147,2023-03-17,3.91,2.58,980.3,Earth Observation,2,1,0.659,0.3,0.5,0.3,0.6,0.1,0.1,0.425,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,39.8
SAT-0148,2012-12-19,4.67,12.82,78.5,Communications,2,2,1.0,0.7,0.5,0.7,0.8,0.4,0.1,0.635,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,62.9
SAT-0149,2016-04-21,13.76,9.48,174.8,Communications,2,1,0.689,0.5,0.5,0.7,0.8,0.1,0.1,0.585,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,47.1
SAT-0150,2024-12-19,5.31,0.82,844.6,Earth Observation,3,1,0.154,0.3,0.8,0.3,0.6,0.1,0.8,0.545,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,39.9
SAT-0151,2024-01-05,5.12,1.77,141.5,Navigation,3,2,0.346,0.5,0.8,0.7,0.4,0.4,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,43.7
SAT-0152,2018-07-02,5.48,7.29,232.0,Science,3,1,1.0,0.5,0.8,0.7,0.4,0.1,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,58.8
SAT-0153,2009-10-18,3.47,15.99,1880.8,Earth Observation,1,1,1.0,0.3,0.2,0.3,0.6,0.1,0.1,0.305,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,45.2
SAT-0154,2007-05-15,13.48,18.42,663.5,Technology Demo,1,1,1.0,0.3,0.2,0.3,0.4,0.1,0.1,0.275,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,44.0
SAT-0155,2010-10-26,12.67,14.97,140.6,Navigation,2,3,1.0,0.5,0.5,0.7,0.4,0.7,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,63.0
SAT-0156,2016-02-04,7.45,9.69,107.0,Earth Observation,2,1,1.0,0.5,0.5,0.7,0.6,0.1,0.1,0.555,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,55.2
SAT-0157,2010-11-01,8.55,14.95,1237.8,Communications,2,1,1.0,0.3,0.5,0.3,0.8,0.1,0.1,0.455,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,51.2
SAT-0158,2007-11-18,11.56,17.9,128.5,Technology Demo,1,1,1.0,0.5,0.2,0.7,0.4,0.1,0.1,0.405,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,49.2
SAT-0159,2016-11-01,4.29,8.95,1564.2,Technology Demo,2,2,1.0,0.3,0.5,0.3,0.4,0.4,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.3
SAT-0160,2018-03-28,6.23,7.55,984.9,Earth Observation,1,1,1.0,0.3,0.2,0.3,0.6,0.1,0.1,0.305,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,45.2
SAT-0161,2019-03-27,5.54,6.55,163.1,Earth Observation,2,2,1.0,0.5,0.5,0.7,0.6,0.4,0.1,0.555,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,59.7
SAT-0162,2012-03-15,10.12,13.58,445.6,Navigation,1,2,1.0,0.5,0.2,0.7,0.4,0.4,0.1,0.405,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.7
SAT-0163,2015-01-16,4.04,10.74,1496.9,Navigation,3,3,1.0,0.3,0.8,0.3,0.4,0.7,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,62.6
SAT-0164,2023-03-27,8.18,2.55,1990.9,Technology Demo,3,3,0.312,0.3,0.8,0.3,0.4,0.7,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,42.0
SAT-0165,2014-05-15,10.75,11.42,183.5,Navigation,1,1,1.0,0.5,0.2,0.7,0.4,0.1,0.1,0.405,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,49.2
SAT-0166,2021-01-15,10.27,4.74,493.3,Navigation,1,3,0.462,0.5,0.2,0.7,0.4,0.7,0.1,0.405,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,42.1
SAT-0167,2022-07-28,5.95,3.21,79.0,Navigation,1,1,0.54,0.7,0.2,0.7,0.4,0.1,0.1,0.455,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,37.4
SAT-0168,2007-11-07,5.08,17.94,144.7,Science,2,2,1.0,0.5,0.5,0.7,0.4,0.4,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,58.5
SAT-0169,2006-02-19,7.92,19.65,263.7,Navigation,2,3,1.0,0.5,0.5,0.7,0.4,0.7,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,63.0
SAT-0170,2008-06-22,14.63,17.31,200.7,Science,1,2,1.0,0.5,0.2,0.7,0.4,0.4,0.1,0.405,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.7
SAT-0171,2012-05-30,5.05,13.37,1015.8,Science,1,2,1.0,0.3,0.2,0.3,0.4,0.4,0.1,0.275,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,48.5
SAT-0172,2020-03-08,9.86,5.6,3891.9,Communications,3,2,0.568,0.3,0.8,0.6,0.8,0.4,0.1,0.635,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,49.9
SAT-0173,2017-04-11,6.88,8.51,874.1,Communications,3,3,1.0,0.3,0.8,0.3,0.8,0.7,0.1,0.575,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,65.0
SAT-0174,2013-07-28,4.38,12.21,984.8,Earth Observation,2,2,1.0,0.3,0.5,0.3,0.6,0.4,0.1,0.425,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,54.5
SAT-0175,2016-02-29,4.85,9.62,291.9,Communications,3,2,1.0,0.5,0.8,0.7,0.8,0.4,0.1,0.705,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,65.7
SAT-0176,2023-02-05,7.04,2.69,603.6,Science,2,3,0.382,0.3,0.5,0.3,0.4,0.7,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,39.3
SAT-0177,2009-08-02,6.87,16.2,495.0,Communications,3,2,1.0,0.5,0.8,0.7,0.8,0.4,0.1,0.705,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,65.7
SAT-0178,2013-11-14,12.12,11.91,341.7,Science,2,3,0.983,0.5,0.5,0.7,0.4,0.7,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,62.5
SAT-0179,2007-03-12,7.19,18.59,207.7,Technology Demo,2,2,1.0,0.5,0.5,0.7,0.4,0.4,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,58.5
SAT-0180,2011-03-03,4.49,14.62,2430.1,Navigation,3,1,1.0,0.3,0.8,0.3,0.4,0.1,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.6
SAT-0181,2010-12-18,3.8,14.82,2953.1,Earth Observation,2,3,1.0,0.3,0.5,0.6,0.6,0.7,0.1,0.485,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,61.4
SAT-0182,2009-11-17,4.68,15.91,2183.7,Technology Demo,3,3,1.0,0.3,0.8,0.3,0.4,0.7,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,62.6
SAT-0183,2009-06-29,4.97,16.29,84.3,Earth Observation,3,3,1.0,0.7,0.8,0.7,0.6,0.7,0.1,0.725,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,71.0
SAT-0184,2008-03-29,7.31,17.54,1546.1,Navigation,2,3,1.0,0.3,0.5,0.3,0.4,0.7,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,57.8
SAT-0185,2018-03-31,8.27,7.54,408.8,Communications,2,2,0.912,0.5,0.5,0.7,0.8,0.4,0.1,0.585,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,58.2
SAT-0186,2015-09-24,11.97,10.05,152.8,Earth Observation,2,3,0.84,0.5,0.5,0.7,0.6,0.7,0.1,0.555,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,59.4
SAT-0187,2014-11-30,7.61,10.87,450.1,Science,3,2,1.0,0.5,0.8,0.7,0.4,0.4,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,63.3
SAT-0188,2006-12-27,4.4,18.8,4060.6,Technology Demo,2,2,1.0,0.3,0.5,0.6,0.4,0.4,0.1,0.455,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,55.7
SAT-0189,2009-11-26,4.67,15.88,1169.8,Earth Observation,3,2,1.0,0.3,0.8,0.3,0.6,0.4,0.1,0.545,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,59.3
SAT-0190,2010-01-05,13.73,15.77,1566.9,Earth Observation,3,1,1.0,0.3,0.8,0.3,0.6,0.1,0.1,0.545,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,54.8
SAT-0191,2010-11-27,5.98,14.88,157.9,Navigation,3,3,1.0,0.5,0.8,0.7,0.4,0.7,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,67.8
SAT-0192,2008-04-01,12.15,17.54,286.2,Science,2,1,1.0,0.5,0.5,0.7,0.4,0.1,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,54.0
SAT-0193,2008-11-08,4.33,16.93,411.2,Earth Observation,3,2,1.0,0.5,0.8,0.7,0.6,0.4,0.1,0.675,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,64.5
SAT-0194,2022-10-14,12.57,3.0,200.5,Earth Observation,1,1,0.239,0.5,0.2,0.7,0.6,0.1,0.1,0.435,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,27.6
SAT-0195,2012-12-17,11.64,12.82,362.0,Communications,1,1,1.0,0.5,0.2,0.7,0.8,0.1,0.1,0.465,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,51.6
SAT-0196,2018-11-14,6.02,6.91,1585.4,Technology Demo,3,1,1.0,0.3,0.8,0.3,0.4,0.1,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.6
SAT-0197,2017-10-07,10.0,8.02,454.5,Technology Demo,2,3,0.802,0.5,0.5,0.7,0.4,0.7,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,57.0
SAT-0198,2014-01-22,4.84,11.72,473.8,Science,1,3,1.0,0.5,0.2,0.7,0.4,0.7,0.1,0.405,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,58.2
SAT-0199,2008-05-05,3.22,17.44,1722.9,Technology Demo,2,2,1.0,0.3,0.5,0.3,0.4,0.4,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.3
SAT-0200,2007-05-03,11.36,18.45,3912.8,Earth Observation,1,3,1.0,0.3,0.2,0.6,0.6,0.7,0.1,0.365,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,56.6
SAT-0201,2013-08-25,9.92,12.13,805.1,Communications,1,2,1.0,0.3,0.2,0.3,0.8,0.4,0.1,0.335,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,50.9
SAT-0202,2007-04-10,14.21,18.51,369.0,Earth Observation,1,3,1.0,0.5,0.2,0.7,0.6,0.7,0.1,0.435,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,59.4
SAT-0203,2009-01-02,14.82,16.78,59.3,Science,2,1,1.0,0.7,0.5,0.7,0.4,0.1,0.1,0.575,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,56.0
SAT-0204,2015-05-29,13.44,10.38,460.7,Science,1,1,0.772,0.5,0.2,0.7,0.4,0.1,0.1,0.405,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,42.4
SAT-0205,2019-01-30,3.66,6.7,1298.0,Technology Demo,1,2,1.0,0.3,0.2,0.3,0.4,0.4,0.1,0.275,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,48.5
SAT-0206,2017-10-27,7.0,7.96,509.3,Science,3,3,1.0,0.3,0.8,0.3,0.4,0.7,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,62.6
SAT-0207,2018-11-05,7.16,6.94,2339.7,Navigation,2,3,0.97,0.3,0.5,0.3,0.4,0.7,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,56.9
SAT-0208,2016-09-25,5.7,9.05,1404.4,Science,2,3,1.0,0.3,0.5,0.3,0.4,0.7,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,57.8
SAT-0209,2017-05-28,8.98,8.38,90.7,Technology Demo,1,3,0.933,0.7,0.2,0.7,0.4,0.7,0.1,0.455,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,58.2
SAT-0210,2013-02-20,9.97,12.65,3406.0,Technology Demo,2,2,1.0,0.3,0.5,0.6,0.4,0.4,0.1,0.455,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,55.7
SAT-0211,2006-07-25,5.14,19.22,332.8,Earth Observation,3,2,1.0,0.5,0.8,0.7,0.6,0.4,0.1,0.675,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,64.5
SAT-0212,2005-11-05,4.02,19.94,209.1,Science,2,3,1.0,0.5,0.5,0.7,0.4,0.7,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,63.0
SAT-0213,2010-10-14,3.8,15.0,1690.8,Earth Observation,2,2,1.0,0.3,0.5,0.3,0.6,0.4,0.1,0.425,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,54.5
SAT-0214,2021-12-21,5.46,3.81,449.3,Communications,3,2,0.698,0.5,0.8,0.7,0.8,0.4,0.1,0.705,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,56.6
SAT-0215,2024-06-20,9.78,1.31,237.6,Earth Observation,2,2,0.134,0.5,0.5,0.7,0.6,0.4,0.1,0.555,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,33.7
SAT-0216,2016-12-20,9.29,8.82,1406.6,Navigation,3,1,0.949,0.3,0.8,0.3,0.4,0.1,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,52.1
SAT-0217,2022-02-23,4.86,3.64,281.1,Earth Observation,1,1,0.748,0.5,0.2,0.7,0.6,0.1,0.1,0.435,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,42.8
SAT-0218,2020-05-15,7.48,5.41,2392.2,Technology Demo,3,1,0.724,0.3,0.8,0.3,0.4,0.1,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,45.3
SAT-0219,2022-08-30,3.3,3.12,1317.5,Earth Observation,1,2,0.945,0.3,0.2,0.3,0.6,0.4,0.1,0.305,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,48.1
SAT-0220,2021-05-06,3.33,4.44,1817.8,Technology Demo,2,3,1.0,0.3,0.5,0.3,0.4,0.7,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,57.8
SAT-0221,2023-09-14,3.24,2.08,336.9,Technology Demo,2,1,0.643,0.5,0.5,0.7,0.4,0.1,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,43.3
SAT-0222,2021-01-08,10.83,4.76,857.1,Earth Observation,2,2,0.44,0.3,0.5,0.3,0.6,0.4,0.1,0.425,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,37.7
SAT-0223,2008-09-02,11.67,17.11,123.9,Science,3,1,1.0,0.5,0.8,0.7,0.4,0.1,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,58.8
SAT-0224,2021-09-07,11.02,4.1,1294.4,Science,2,2,0.372,0.3,0.5,0.3,0.4,0.4,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,34.5
SAT-0225,2024-01-28,3.16,1.71,448.5,Communications,2,2,0.542,0.5,0.5,0.7,0.8,0.4,0.1,0.585,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,47.2
SAT-0226,2014-02-14,5.18,11.66,16.2,Technology Demo,2,3,1.0,0.7,0.5,0.7,0.4,0.7,0.1,0.575,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,65.0
SAT-0227,2018-12-13,12.81,6.84,446.7,Science,3,1,0.534,0.5,0.8,0.7,0.4,0.1,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,44.8
SAT-0228,2020-06-03,10.08,5.36,191.7,Technology Demo,1,2,0.532,0.5,0.2,0.7,0.4,0.4,0.1,0.405,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,39.7
SAT-0229,2017-01-23,9.62,8.72,1318.8,Technology Demo,2,1,0.906,0.3,0.5,0.3,0.4,0.1,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,46.0
SAT-0230,2022-12-25,12.16,2.8,474.4,Technology Demo,2,3,0.23,0.5,0.5,0.7,0.4,0.7,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,39.9
SAT-0231,2009-10-15,13.73,16.0,1474.9,Technology Demo,3,1,1.0,0.3,0.8,0.3,0.4,0.1,0.1,0.515,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.6
SAT-0232,2014-12-14,6.22,10.83,14.2,Technology Demo,1,3,1.0,0.7,0.2,0.7,0.4,0.7,0.1,0.455,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,60.2
SAT-0233,2009-01-31,4.67,16.7,1015.8,Science,1,2,1.0,0.3,0.2,0.3,0.4,0.4,0.1,0.275,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,48.5
SAT-0234,2020-05-03,5.06,5.45,3814.2,Science,3,3,1.0,0.3,0.8,0.6,0.4,0.7,0.1,0.575,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,65.0
SAT-0235,2014-04-03,4.41,11.53,457.4,Communications,1,3,1.0,0.5,0.2,0.7,0.8,0.7,0.1,0.465,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,60.6
SAT-0236,2009-03-10,10.82,16.59,278.4,Technology Demo,1,2,1.0,0.5,0.2,0.7,0.4,0.4,0.1,0.405,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.7
SAT-0237,2007-10-14,4.64,18.0,8.5,Earth Observation,1,2,1.0,0.9,0.2,0.7,0.6,0.4,0.1,0.535,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,58.9
SAT-0238,2012-06-25,10.21,13.3,1694.8,Technology Demo,2,1,1.0,0.3,0.5,0.3,0.4,0.1,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,48.8
SAT-0239,2018-02-14,8.03,7.66,457.5,Technology Demo,2,2,0.955,0.5,0.5,0.7,0.4,0.4,0.1,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,57.1
SAT-0240,2011-01-09,5.0,14.76,593.9,Technology Demo,2,2,1.0,0.3,0.5,0.3,0.4,0.4,0.1,0.395,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.3
SAT-0241,2017-12-31,5.94,7.79,302.8,Navigation,1,2,1.0,0.5,0.2,0.7,0.4,0.4,0.1,0.405,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.7
SAT-0242,2019-11-04,11.63,5.94,179.8,Communications,3,3,0.511,0.5,0.8,0.7,0.8,0.7,0.1,0.705,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,55.5
SAT-0243,2007-01-18,10.96,18.74,1452.1,Communications,2,1,1.0,0.3,0.5,0.3,0.8,0.1,0.1,0.455,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,51.2
SAT-0244,2020-07-16,3.37,5.25,929.9,Communications,3,1,1.0,0.3,0.8,0.3,0.8,0.1,0.1,0.575,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,56.0
SAT-0245,2013-11-06,8.96,11.94,602.9,Communications,1,1,1.0,0.3,0.2,0.3,0.8,0.1,0.1,0.335,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,46.4
SAT-0246,2024-04-13,4.28,1.5,386.1,Communications,3,1,0.351,0.5,0.8,0.7,0.8,0.1,0.1,0.705,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,41.7
SAT-0247,2017-02-01,11.26,8.7,1491.0,Earth Observation,1,2,0.772,0.3,0.2,0.3,0.6,0.4,0.1,0.305,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,42.9
SAT-0248,2011-11-22,12.59,13.89,410.1,Communications,3,1,1.0,0.5,0.8,0.7,0.8,0.1,0.1,0.705,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,61.2
SAT-0249,2023-12-14,7.33,1.83,296.3,Technology Demo,3,2,0.25,0.5,0.8,0.7,0.4,0.4,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,40.8
SAT-0250,2016-11-11,14.4,8.92,2842.0,Navigation,1,3,0.619,0.3,0.2,0.6,0.4,0.7,0.1,0.335,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,44.0
SAT-0251,2011-02-21,13.48,14.64,272.3,Science,3,3,1.0,0.5,0.8,0.7,0.4,0.7,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,67.8
SAT-0252,2008-10-19,11.31,16.98,1817.6,Communications,1,2,1.0,0.3,0.2,0.3,0.8,0.4,0.1,0.335,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,50.9
SAT-0253,2006-01-12,5.65,19.75,246.2,Communications,3,1,1.0,0.5,0.8,0.7,0.8,0.1,0.1,0.705,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,61.2
SAT-0254,2007-04-13,11.47,18.5,2598.6,Navigation,3,3,1.0,0.3,0.8,0.6,0.4,0.7,0.1,0.575,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,65.0
SAT-0255,2025-02-08,13.99,0.68,285.3,Technology Demo,2,3,0.049,0.5,0.5,0.7,0.4,0.7,0.8,0.525,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,45.0
SAT-0256,2006-05-13,14.09,19.42,1094.7,Earth Observation,1,3,1.0,0.3,0.2,0.3,0.6,0.7,0.1,0.305,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,54.2
SAT-0257,2008-11-22,13.34,16.89,3685.5,Earth Observation,1,3,1.0,0.3,0.2,0.6,0.6,0.7,0.1,0.365,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,56.6
SAT-0258,2013-11-10,3.44,11.93,415.0,Navigation,3,3,1.0,0.5,0.8,0.7,0.4,0.7,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,67.8
SAT-0259,2011-11-10,3.92,13.93,62.9,Communications,3,1,1.0,0.7,0.8,0.7,0.8,0.1,0.1,0.755,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,63.2
SAT-0260,2019-06-24,3.78,6.31,363.2,Navigation,3,2,1.0,0.5,0.8,0.7,0.4,0.4,0.1,0.645,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,63.3
SAT-0261,2013-04-07,6.83,12.52,2081.4,Navigation,1,3,1.0,0.3,0.2,0.3,0.4,0.7,0.1,0.275,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,53.0
SAT-0262,2025-04-18,5.8,0.49,1731.7,Navigation,1,2,0.084,0.3,0.2,0.3,0.4,0.4,0.8,0.275,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,31.5
SAT-0263,2015-03-17,13.5,10.58,542.5,Technology Demo,1,2,0.784,0.3,0.2,0.3,0.4,0.4,0.1,0.275,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,42.0
SAT-0264,2018-10-09,14.98,7.01,4497.0,Navigation,3,2,0.468,0.3,0.8,0.6,0.4,0.4,0.1,0.575,0.3,0.4,0.15,0.15,0.25,0.4,0.2,0.15,44.6
